"","sample_1","sample_2","sample_3","sample_4","sample_5"
"ENSG00000160072",471,452,411,341,537
"ENSG00000160075",1467,1669,1706,1139,1417
"ENSG00000160087",804,825,818,562,781
"ENSG00000160094",177,281,276,205,239
"ENSG00000160097",6,5,3,8,4
"ENSG00000160111",187,233,134,128,168
"ENSG00000160113",71,40,30,37,72
"ENSG00000160117",25,43,42,34,29
"ENSG00000160124",83,28,34,45,33
"ENSG00000160131",361,380,346,215,265
"ENSG00000160145",13,26,27,19,38
"ENSG00000160161",2,4,2,1,3
"ENSG00000160172",23,27,20,20,10
"ENSG00000160179",332,757,677,457,737
"ENSG00000160180",4,13,3,8,5
"ENSG00000160181",0,0,0,0,0
"ENSG00000160182",0,0,0,0,0
"ENSG00000160183",26,12,20,27,24
"ENSG00000160185",716,642,491,422,718
"ENSG00000160188",4,0,3,0,1
"ENSG00000160190",252,292,310,238,304
"ENSG00000160191",57,71,72,32,51
"ENSG00000160193",108,146,101,63,69
"ENSG00000160194",372,447,439,365,345
"ENSG00000160199",243,368,321,185,256
"ENSG00000160200",22,105,68,16,74
"ENSG00000160201",1382,1902,1636,984,1445
"ENSG00000160202",0,0,0,0,2
"ENSG00000160207",1,0,3,1,1
"ENSG00000160208",580,695,655,427,548
"ENSG00000160209",1221,1952,1702,1056,1480
"ENSG00000160211",1814,3614,2694,2101,2647
"ENSG00000160213",1134,984,1038,999,1048
"ENSG00000160214",290,307,272,278,351
"ENSG00000160216",927,1521,1319,975,1109
"ENSG00000160218",1245,1408,1571,972,1100
"ENSG00000160219",667,1099,1108,912,934
"ENSG00000160221",1340,1281,1245,1074,1136
"ENSG00000160223",407,383,339,298,374
"ENSG00000160224",48,24,41,30,48
"ENSG00000160226",184,148,170,102,204
"ENSG00000160229",4,7,14,3,8
"ENSG00000160233",9,16,14,12,15
"ENSG00000160255",20635,36574,23827,19994,24104
"ENSG00000160256",171,132,100,86,116
"ENSG00000160271",1302,1375,1072,1082,1458
"ENSG00000160282",5,6,5,2,11
"ENSG00000160284",154,172,117,84,128
"ENSG00000160285",628,655,601,601,678
"ENSG00000160293",174,210,180,148,191
"ENSG00000160294",620,1108,1014,785,858
"ENSG00000160298",71,62,91,47,112
"ENSG00000160299",515,578,570,478,630
"ENSG00000160305",853,1089,1478,956,835
"ENSG00000160307",253,29,469,505,149
"ENSG00000160310",2821,2554,3292,2047,2619
"ENSG00000160318",114,53,139,106,111
"ENSG00000160321",4,7,1,0,4
"ENSG00000160323",46,36,41,21,48
"ENSG00000160325",185,158,122,103,101
"ENSG00000160326",590,737,645,571,464
"ENSG00000160336",94,103,115,76,88
"ENSG00000160339",1,4,1,1,5
"ENSG00000160345",2,4,2,4,1
"ENSG00000160349",0,0,0,0,0
"ENSG00000160352",14,28,45,12,18
"ENSG00000160360",67,113,87,46,111
"ENSG00000160392",183,215,166,121,156
"ENSG00000160396",2,1,1,1,1
"ENSG00000160401",13,26,14,16,14
"ENSG00000160404",584,616,538,460,470
"ENSG00000160408",1040,849,917,851,1063
"ENSG00000160410",5748,11027,6746,4289,9352
"ENSG00000160439",147,119,135,124,96
"ENSG00000160445",1172,1878,1770,1261,1521
"ENSG00000160446",788,899,678,467,661
"ENSG00000160447",44,75,72,39,90
"ENSG00000160460",1,2,14,3,5
"ENSG00000160469",33,17,25,10,20
"ENSG00000160471",2,5,3,0,2
"ENSG00000160472",0,0,0,0,2
"ENSG00000160505",2,1,3,1,0
"ENSG00000160539",6,18,9,10,15
"ENSG00000160551",541,1028,906,441,551
"ENSG00000160563",143,101,114,85,123
"ENSG00000160570",2079,2558,2367,1538,2166
"ENSG00000160584",830,1523,1400,989,1129
"ENSG00000160588",1207,1790,1773,810,1705
"ENSG00000160593",12181,23116,20139,14620,18879
"ENSG00000160602",139,129,118,98,127
"ENSG00000160606",6,2,3,3,3
"ENSG00000160613",2348,2691,2626,2394,3075
"ENSG00000160633",1896,2154,2149,1377,2093
"ENSG00000160654",1205,1177,1038,869,1087
"ENSG00000160678",6,15,16,9,10
"ENSG00000160679",1363,1655,1543,1082,1310
"ENSG00000160683",37,33,29,34,39
"ENSG00000160685",2806,4383,3940,2184,3259
"ENSG00000160688",508,550,513,413,513
"ENSG00000160691",694,942,851,633,720
"ENSG00000160695",814,1070,1168,1067,1173
"ENSG00000160703",494,880,730,482,658
"ENSG00000160710",6090,11907,10654,6421,9265
"ENSG00000160712",5028,10575,7633,4636,6332
"ENSG00000160714",970,1101,1143,796,938
"ENSG00000160716",4,6,7,3,7
"ENSG00000160741",1681,2525,2100,1652,1987
"ENSG00000160746",228,416,366,205,295
"ENSG00000160752",253,285,290,244,228
"ENSG00000160753",318,276,298,231,286
"ENSG00000160766",50,63,56,69,39
"ENSG00000160767",252,259,254,190,234
"ENSG00000160781",80,233,176,52,247
"ENSG00000160783",217,305,248,192,214
"ENSG00000160785",1279,2242,1661,1144,1160
"ENSG00000160789",201,393,386,163,256
"ENSG00000160791",270,365,200,341,249
"ENSG00000160796",7366,15065,11494,7721,12824
"ENSG00000160799",665,547,585,491,421
"ENSG00000160801",0,0,0,2,0
"ENSG00000160803",373,466,428,383,435
"ENSG00000160813",219,131,117,79,147
"ENSG00000160818",245,230,248,177,218
"ENSG00000160828",53,95,74,62,61
"ENSG00000160838",0,1,0,1,1
"ENSG00000160856",543,326,479,519,976
"ENSG00000160862",0,0,0,0,0
"ENSG00000160867",16,17,12,18,16
"ENSG00000160868",0,1,2,0,0
"ENSG00000160870",2,0,2,4,1
"ENSG00000160877",579,776,681,506,647
"ENSG00000160882",0,0,0,0,0
"ENSG00000160883",3648,6971,4430,3307,4091
"ENSG00000160886",0,0,0,0,0
"ENSG00000160888",1499,1786,1266,1114,1315
"ENSG00000160908",541,686,660,541,550
"ENSG00000160917",366,437,393,322,381
"ENSG00000160932",2427,2227,2464,1697,2611
"ENSG00000160948",2784,2670,2872,2191,2724
"ENSG00000160949",141,82,82,72,104
"ENSG00000160951",0,0,1,0,0
"ENSG00000160953",350,345,341,194,383
"ENSG00000160957",89,58,77,51,91
"ENSG00000160959",343,338,326,265,350
"ENSG00000160961",348,547,498,331,402
"ENSG00000160963",17,1,53,14,0
"ENSG00000160972",82,53,46,27,80
"ENSG00000160973",0,1,1,0,1
"ENSG00000160991",2084,3518,2267,2372,2897
"ENSG00000160993",179,260,174,151,236
"ENSG00000160999",221,271,197,169,258
"ENSG00000161010",465,573,554,413,661
"ENSG00000161011",1742,2984,2769,1945,2070
"ENSG00000161013",1133,1391,1469,957,1221
"ENSG00000161016",17681,16443,14121,10886,15032
"ENSG00000161021",1290,1801,1652,1025,1194
"ENSG00000161031",3,4,1,2,4
"ENSG00000161036",510,809,462,393,948
"ENSG00000161040",26,50,16,21,30
"ENSG00000161048",167,186,175,113,123
"ENSG00000161055",3,0,3,47,5
"ENSG00000161057",574,602,615,482,464
"ENSG00000161082",1,3,1,1,5
"ENSG00000161091",848,939,981,616,1168
"ENSG00000161103",5,3,2,2,2
"ENSG00000161132",4,7,2,5,3
"ENSG00000161133",3,0,1,0,0
"ENSG00000161149",1,1,3,3,0
"ENSG00000161179",484,304,267,191,409
"ENSG00000161180",2,10,5,3,2
"ENSG00000161202",657,1092,975,697,967
"ENSG00000161203",3239,4750,4592,3950,3836
"ENSG00000161204",860,1046,966,788,931
"ENSG00000161217",1002,1867,1601,1117,1320
"ENSG00000161243",4,3,2,0,0
"ENSG00000161249",9,9,7,7,10
"ENSG00000161265",95,103,84,54,96
"ENSG00000161267",301,242,229,244,290
"ENSG00000161270",1,2,0,1,0
"ENSG00000161277",83,83,68,57,79
"ENSG00000161281",1,4,1,3,1
"ENSG00000161298",44,42,44,16,29
"ENSG00000161326",97,43,48,36,64
"ENSG00000161328",74,77,33,38,86
"ENSG00000161381",392,334,361,222,438
"ENSG00000161395",602,516,519,474,586
"ENSG00000161405",68,134,110,108,116
"ENSG00000161509",22,34,12,21,24
"ENSG00000161513",141,99,91,97,103
"ENSG00000161526",1349,1535,1505,1192,1420
"ENSG00000161533",1109,2111,2323,1224,1695
"ENSG00000161542",304,344,321,273,275
"ENSG00000161544",5,1,2,2,4
"ENSG00000161547",1614,1632,1705,1094,1313
"ENSG00000161551",113,102,118,75,65
"ENSG00000161558",147,129,115,89,142
"ENSG00000161570",3738,3895,4825,6912,5855
"ENSG00000161572",0,0,0,0,0
"ENSG00000161573",4,1,1,1,1
"ENSG00000161583",1,0,1,2,1
"ENSG00000161594",0,0,0,0,0
"ENSG00000161609",0,1,4,1,4
"ENSG00000161610",1,0,0,1,1
"ENSG00000161618",725,612,555,494,679
"ENSG00000161634",0,0,0,0,0
"ENSG00000161638",3030,5282,4298,3109,3858
"ENSG00000161640",12,5,3,4,2
"ENSG00000161642",1152,2204,1583,1374,1074
"ENSG00000161643",65,101,80,77,51
"ENSG00000161647",3,6,3,4,3
"ENSG00000161649",0,0,0,0,0
"ENSG00000161652",0,1,0,0,0
"ENSG00000161653",47,50,48,30,35
"ENSG00000161654",35,75,58,40,53
"ENSG00000161664",31,67,49,54,80
"ENSG00000161671",1081,1034,965,672,773
"ENSG00000161677",259,205,218,139,274
"ENSG00000161681",10,11,4,3,10
"ENSG00000161682",5,4,2,4,6
"ENSG00000161692",85,155,116,105,151
"ENSG00000161714",21,64,39,47,18
"ENSG00000161791",572,622,693,437,732
"ENSG00000161800",93,115,98,83,99
"ENSG00000161807",0,0,0,0,0
"ENSG00000161813",171,224,232,158,135
"ENSG00000161835",174,107,136,77,154
"ENSG00000161847",379,669,484,310,639
"ENSG00000161849",0,0,0,0,0
"ENSG00000161860",20,18,7,17,18
"ENSG00000161888",7,7,7,7,9
"ENSG00000161896",0,0,0,0,0
"ENSG00000161904",1238,1267,1226,978,1258
"ENSG00000161905",240,385,267,237,127
"ENSG00000161911",80,448,1126,236,454
"ENSG00000161912",292,304,225,127,316
"ENSG00000161914",82,76,80,70,80
"ENSG00000161920",174,164,190,148,155
"ENSG00000161921",875,1366,1371,593,639
"ENSG00000161929",420,744,615,577,514
"ENSG00000161940",1,4,0,0,0
"ENSG00000161944",264,619,260,249,236
"ENSG00000161955",166,293,229,232,175
"ENSG00000161956",113,126,128,89,141
"ENSG00000161958",2,2,2,2,3
"ENSG00000161960",50,86,100,57,86
"ENSG00000161970",111,58,63,36,60
"ENSG00000161973",3,5,2,3,5
"ENSG00000161980",154,120,117,92,100
"ENSG00000161981",130,135,191,112,127
"ENSG00000161992",0,0,0,0,0
"ENSG00000161996",104,138,134,83,159
"ENSG00000161999",142,153,127,104,129
"ENSG00000162004",129,97,80,86,153
"ENSG00000162006",0,0,0,0,0
"ENSG00000162032",1,0,5,0,1
"ENSG00000162039",0,0,0,0,0
"ENSG00000162062",3,3,9,5,10
"ENSG00000162063",58,44,61,59,53
"ENSG00000162065",91,108,99,85,95
"ENSG00000162066",224,224,240,184,256
"ENSG00000162068",0,0,0,0,1
"ENSG00000162069",63,72,33,16,28
"ENSG00000162073",30,44,37,33,31
"ENSG00000162076",200,187,179,130,143
"ENSG00000162078",18,16,27,16,18
"ENSG00000162086",207,273,247,185,171
"ENSG00000162104",147,169,152,173,114
"ENSG00000162105",0,0,2,2,0
"ENSG00000162129",102,175,136,92,61
"ENSG00000162139",80,112,102,77,89
"ENSG00000162144",1215,1135,1317,988,1067
"ENSG00000162148",78,97,84,80,108
"ENSG00000162174",50,97,66,60,50
"ENSG00000162188",1,4,2,1,0
"ENSG00000162191",2415,2054,2165,1755,2055
"ENSG00000162194",201,165,178,161,162
"ENSG00000162222",248,323,352,273,304
"ENSG00000162227",144,118,139,88,129
"ENSG00000162231",2798,3447,3195,2308,3059
"ENSG00000162236",864,1036,1030,846,769
"ENSG00000162241",639,775,726,588,866
"ENSG00000162244",8679,6659,5770,4550,5383
"ENSG00000162267",5,20,18,6,17
"ENSG00000162290",341,566,496,319,427
"ENSG00000162298",950,1083,935,856,999
"ENSG00000162300",31,39,38,28,43
"ENSG00000162302",1181,1461,1323,1053,1140
"ENSG00000162337",17,42,29,12,22
"ENSG00000162341",388,635,541,355,624
"ENSG00000162366",533,480,430,876,438
"ENSG00000162367",103,155,279,194,121
"ENSG00000162368",1067,1005,1115,612,707
"ENSG00000162373",36,27,35,23,28
"ENSG00000162374",1,1,2,0,0
"ENSG00000162377",28,53,46,26,31
"ENSG00000162378",256,370,392,222,252
"ENSG00000162383",45,9,31,71,8
"ENSG00000162384",483,477,435,389,424
"ENSG00000162385",205,154,195,116,130
"ENSG00000162390",11,26,14,17,14
"ENSG00000162391",1,1,2,1,0
"ENSG00000162396",49,56,77,38,80
"ENSG00000162398",4,6,8,12,6
"ENSG00000162399",1,3,1,0,0
"ENSG00000162402",840,1192,1146,863,1010
"ENSG00000162407",8,9,7,5,16
"ENSG00000162408",500,479,426,327,416
"ENSG00000162409",0,1,0,0,0
"ENSG00000162413",1990,3177,2395,1722,2441
"ENSG00000162415",32,28,37,38,24
"ENSG00000162419",282,412,336,317,328
"ENSG00000162426",17,5,16,8,14
"ENSG00000162430",401,637,496,370,458
"ENSG00000162433",6,13,9,13,0
"ENSG00000162434",4014,6798,6657,4472,5022
"ENSG00000162437",37,48,41,25,21
"ENSG00000162438",4,7,13,8,16
"ENSG00000162441",145,245,231,181,198
"ENSG00000162444",268,322,373,207,281
"ENSG00000162456",0,0,0,0,0
"ENSG00000162458",3,1,1,0,4
"ENSG00000162461",16,41,39,17,40
"ENSG00000162482",3,9,9,9,5
"ENSG00000162490",14,32,28,26,38
"ENSG00000162493",0,0,0,0,0
"ENSG00000162494",1,0,0,0,1
"ENSG00000162496",547,300,460,275,447
"ENSG00000162510",4,7,4,6,9
"ENSG00000162511",23170,41821,35494,27006,26583
"ENSG00000162512",37,69,57,55,50
"ENSG00000162517",903,986,964,813,960
"ENSG00000162520",1,0,0,0,0
"ENSG00000162521",978,1340,1327,939,1028
"ENSG00000162522",23,66,63,47,39
"ENSG00000162526",4,1,4,2,3
"ENSG00000162542",380,330,305,260,341
"ENSG00000162543",24,26,18,40,8
"ENSG00000162545",20,18,13,25,15
"ENSG00000162551",3336,8545,3102,1203,1987
"ENSG00000162552",21,22,11,7,9
"ENSG00000162571",6,3,1,3,3
"ENSG00000162572",148,135,142,97,225
"ENSG00000162576",132,118,125,57,84
"ENSG00000162585",508,454,360,224,513
"ENSG00000162591",794,1045,1104,581,1506
"ENSG00000162592",1,0,0,1,3
"ENSG00000162594",6,2,2,2,1
"ENSG00000162595",0,0,0,0,0
"ENSG00000162598",4,0,0,0,0
"ENSG00000162599",39,61,59,32,28
"ENSG00000162600",172,173,175,113,129
"ENSG00000162601",394,524,456,237,295
"ENSG00000162604",253,277,275,154,194
"ENSG00000162607",405,476,449,275,327
"ENSG00000162613",791,1043,1053,719,797
"ENSG00000162614",12,37,45,15,20
"ENSG00000162616",50,43,54,20,37
"ENSG00000162618",0,0,0,0,1
"ENSG00000162620",1,4,4,3,6
"ENSG00000162623",133,162,155,87,120
"ENSG00000162627",0,0,0,2,1
"ENSG00000162630",18,15,12,12,17
"ENSG00000162631",0,0,0,2,3
"ENSG00000162636",165,258,273,121,140
"ENSG00000162639",262,280,270,243,187
"ENSG00000162641",0,0,0,0,0
"ENSG00000162642",207,266,234,123,178
"ENSG00000162643",0,1,5,0,0
"ENSG00000162645",2589,5819,4372,3390,3965
"ENSG00000162650",181,177,198,158,187
"ENSG00000162654",579,773,793,611,562
"ENSG00000162664",152,171,167,100,130
"ENSG00000162669",0,1,0,0,0
"ENSG00000162670",0,0,0,0,0
"ENSG00000162676",142,118,131,149,138
"ENSG00000162685",0,0,0,0,0
"ENSG00000162687",1,0,1,0,0
"ENSG00000162688",185,218,222,114,110
"ENSG00000162692",1,1,0,0,1
"ENSG00000162694",48,30,38,26,25
"ENSG00000162695",317,482,512,256,304
"ENSG00000162702",240,543,443,230,270
"ENSG00000162704",5378,8603,7427,4251,4405
"ENSG00000162706",0,2,1,0,0
"ENSG00000162711",426,1012,572,503,317
"ENSG00000162714",312,353,199,302,396
"ENSG00000162722",48,158,178,130,92
"ENSG00000162723",0,0,1,0,1
"ENSG00000162728",1,1,0,0,0
"ENSG00000162729",994,814,894,574,932
"ENSG00000162733",5,6,2,3,5
"ENSG00000162734",869,1249,1016,650,713
"ENSG00000162735",406,443,473,329,364
"ENSG00000162736",1278,2869,1734,1366,1376
"ENSG00000162738",1,1,7,3,1
"ENSG00000162739",1089,913,1012,1147,1178
"ENSG00000162745",9,19,21,13,8
"ENSG00000162746",28,23,25,29,15
"ENSG00000162747",14423,28157,22397,12957,18895
"ENSG00000162753",0,0,4,0,0
"ENSG00000162755",0,4,2,3,4
"ENSG00000162757",12,16,21,11,19
"ENSG00000162769",171,181,164,137,95
"ENSG00000162771",0,1,0,0,0
"ENSG00000162772",21,22,27,3,20
"ENSG00000162775",208,202,243,136,178
"ENSG00000162777",3035,2828,2998,2085,3039
"ENSG00000162779",0,0,0,0,0
"ENSG00000162782",0,0,0,0,0
"ENSG00000162783",758,828,704,411,551
"ENSG00000162804",67,127,91,107,163
"ENSG00000162813",183,187,180,125,121
"ENSG00000162814",0,0,0,0,0
"ENSG00000162817",36,44,32,36,39
"ENSG00000162819",542,801,840,441,434
"ENSG00000162825",2,11,10,2,11
"ENSG00000162836",213,228,176,152,173
"ENSG00000162840",5,10,10,2,6
"ENSG00000162843",1,0,2,3,1
"ENSG00000162849",7,8,7,2,11
"ENSG00000162851",103,116,114,60,68
"ENSG00000162852",441,467,559,301,387
"ENSG00000162869",504,695,569,377,474
"ENSG00000162873",7,9,13,3,4
"ENSG00000162877",32,14,9,16,5
"ENSG00000162878",8,5,5,4,10
"ENSG00000162881",237,644,480,337,567
"ENSG00000162882",92,143,123,76,68
"ENSG00000162885",16,15,17,20,25
"ENSG00000162888",20,29,17,15,21
"ENSG00000162889",2066,2676,3111,1953,2290
"ENSG00000162891",0,2,0,0,0
"ENSG00000162892",776,588,611,569,862
"ENSG00000162894",4466,3258,3732,3272,4891
"ENSG00000162896",1,0,0,3,1
"ENSG00000162897",1,0,0,0,0
"ENSG00000162909",2236,3246,2867,2512,2408
"ENSG00000162910",373,312,316,268,302
"ENSG00000162913",27,24,30,18,40
"ENSG00000162923",1726,2902,2687,1484,1777
"ENSG00000162924",87,172,171,119,93
"ENSG00000162927",93,108,105,64,82
"ENSG00000162928",107,176,187,105,97
"ENSG00000162929",68,65,46,30,48
"ENSG00000162931",22,27,18,22,19
"ENSG00000162944",15,23,21,11,21
"ENSG00000162946",149,439,251,135,168
"ENSG00000162949",0,7,2,0,3
"ENSG00000162951",0,0,0,0,0
"ENSG00000162959",26,20,24,13,38
"ENSG00000162961",187,148,167,75,122
"ENSG00000162971",85,87,90,57,65
"ENSG00000162972",88,81,90,56,59
"ENSG00000162976",424,531,544,347,305
"ENSG00000162980",242,330,358,167,204
"ENSG00000162981",0,0,0,0,0
"ENSG00000162989",0,0,1,0,0
"ENSG00000162992",0,0,0,0,0
"ENSG00000162994",32,16,21,12,27
"ENSG00000162997",28,36,21,6,22
"ENSG00000162998",0,0,0,0,0
"ENSG00000162999",18,18,12,20,20
"ENSG00000163001",150,156,127,96,153
"ENSG00000163002",73,59,54,42,48
"ENSG00000163006",21,26,37,18,8
"ENSG00000163009",1,3,2,1,6
"ENSG00000163012",0,0,0,0,0
"ENSG00000163013",450,574,497,368,411
"ENSG00000163016",0,0,2,0,3
"ENSG00000163017",2,3,0,2,1
"ENSG00000163026",142,170,165,139,148
"ENSG00000163029",242,293,260,159,185
"ENSG00000163032",0,1,2,0,0
"ENSG00000163040",2,2,2,2,2
"ENSG00000163041",619,1691,1200,488,799
"ENSG00000163046",0,1,0,0,0
"ENSG00000163050",989,1496,1411,945,1248
"ENSG00000163053",2,22,11,7,2
"ENSG00000163060",0,1,3,1,3
"ENSG00000163064",0,0,0,0,0
"ENSG00000163067",91,117,118,76,110
"ENSG00000163069",37,37,27,36,35
"ENSG00000163071",3,0,0,1,3
"ENSG00000163072",2,1,0,0,0
"ENSG00000163075",0,1,1,0,1
"ENSG00000163081",0,0,0,0,0
"ENSG00000163082",25,34,32,35,38
"ENSG00000163083",14,15,25,6,14
"ENSG00000163092",0,1,1,0,0
"ENSG00000163093",18,14,17,12,10
"ENSG00000163104",227,285,273,163,166
"ENSG00000163106",6,4,4,3,7
"ENSG00000163110",245,371,404,249,264
"ENSG00000163113",51,75,45,43,55
"ENSG00000163116",1,5,1,0,2
"ENSG00000163121",0,2,3,1,4
"ENSG00000163125",418,754,533,386,555
"ENSG00000163126",34,28,24,18,39
"ENSG00000163131",16526,26126,27845,16388,14955
"ENSG00000163132",0,0,0,0,1
"ENSG00000163138",56,44,41,31,33
"ENSG00000163141",42,61,62,44,50
"ENSG00000163145",0,2,0,0,1
"ENSG00000163154",1429,1808,1550,1213,1284
"ENSG00000163155",119,172,116,87,158
"ENSG00000163156",600,763,644,566,638
"ENSG00000163159",514,590,579,429,514
"ENSG00000163161",684,869,800,654,765
"ENSG00000163162",4265,7790,6375,2956,4557
"ENSG00000163166",544,755,750,568,608
"ENSG00000163170",49,34,37,20,30
"ENSG00000163171",1030,2220,1586,1008,1113
"ENSG00000163191",9931,17271,13324,8507,11443
"ENSG00000163202",0,0,0,0,0
"ENSG00000163207",0,0,1,0,0
"ENSG00000163209",0,0,0,0,0
"ENSG00000163214",252,364,350,311,285
"ENSG00000163217",0,0,0,0,0
"ENSG00000163218",0,1,2,2,0
"ENSG00000163219",3769,8156,6709,4946,5639
"ENSG00000163220",39039,69623,55474,27829,42719
"ENSG00000163221",964,2153,2253,685,1065
"ENSG00000163235",182,361,307,164,231
"ENSG00000163239",0,0,1,0,0
"ENSG00000163249",114,218,163,126,126
"ENSG00000163251",7,13,11,6,7
"ENSG00000163254",0,0,0,0,0
"ENSG00000163257",394,444,322,255,288
"ENSG00000163263",4,2,4,0,3
"ENSG00000163273",0,0,0,0,0
"ENSG00000163281",106,113,123,64,83
"ENSG00000163283",0,0,0,0,0
"ENSG00000163286",0,0,0,0,0
"ENSG00000163288",0,0,0,0,0
"ENSG00000163291",63,66,90,36,63
"ENSG00000163293",3,0,2,1,3
"ENSG00000163297",709,1519,1156,736,1055
"ENSG00000163312",146,215,185,123,179
"ENSG00000163319",69,58,74,45,54
"ENSG00000163320",1207,1468,1581,862,1021
"ENSG00000163322",55,64,57,35,65
"ENSG00000163328",514,775,587,300,499
"ENSG00000163331",0,0,0,0,0
"ENSG00000163344",404,391,349,276,359
"ENSG00000163346",6831,7093,6242,4625,7311
"ENSG00000163347",2,0,1,0,0
"ENSG00000163348",1424,1351,1334,934,1393
"ENSG00000163349",1256,2218,1921,975,1182
"ENSG00000163352",1,0,0,0,0
"ENSG00000163354",31,41,38,16,41
"ENSG00000163357",6,2,11,8,5
"ENSG00000163359",20,42,39,9,21
"ENSG00000163362",1,1,1,0,0
"ENSG00000163364",0,0,0,0,0
"ENSG00000163374",521,955,781,779,676
"ENSG00000163376",78,83,66,42,57
"ENSG00000163377",0,0,0,0,0
"ENSG00000163378",59,80,79,37,67
"ENSG00000163380",6,5,4,3,5
"ENSG00000163382",568,423,421,421,370
"ENSG00000163386",497,900,564,536,544
"ENSG00000163389",251,364,314,218,263
"ENSG00000163393",183,376,313,156,189
"ENSG00000163394",0,0,0,0,0
"ENSG00000163395",0,0,0,0,0
"ENSG00000163399",2120,2666,2327,1930,2392
"ENSG00000163406",101,159,158,131,129
"ENSG00000163412",818,1819,1548,628,1190
"ENSG00000163421",1719,2682,1686,506,1674
"ENSG00000163424",0,0,0,0,0
"ENSG00000163428",196,378,334,204,195
"ENSG00000163430",2,31,79,16,26
"ENSG00000163431",2,2,2,1,4
"ENSG00000163435",2,6,3,7,11
"ENSG00000163444",445,529,549,418,466
"ENSG00000163449",39,55,41,23,31
"ENSG00000163453",102,94,124,61,78
"ENSG00000163462",151,129,90,90,157
"ENSG00000163463",71,103,111,80,126
"ENSG00000163464",10204,20867,18656,8738,12850
"ENSG00000163466",7702,10394,11065,7238,7254
"ENSG00000163467",2,3,1,4,0
"ENSG00000163468",1653,1789,1594,1513,1793
"ENSG00000163472",200,181,198,119,184
"ENSG00000163479",3720,3600,3472,2649,3024
"ENSG00000163481",394,370,360,338,342
"ENSG00000163482",147,238,187,150,188
"ENSG00000163485",12,16,5,19,3
"ENSG00000163486",431,828,766,572,636
"ENSG00000163491",3,3,6,1,1
"ENSG00000163492",10,15,7,2,10
"ENSG00000163501",0,0,1,1,0
"ENSG00000163507",23,43,23,18,17
"ENSG00000163508",289,299,256,294,222
"ENSG00000163510",253,422,366,278,260
"ENSG00000163512",109,128,112,77,81
"ENSG00000163513",3414,5957,5756,2892,4146
"ENSG00000163515",0,0,0,0,0
"ENSG00000163516",1590,1704,1811,1538,2113
"ENSG00000163517",115,112,109,88,106
"ENSG00000163518",2,0,0,1,0
"ENSG00000163519",259,223,344,139,212
"ENSG00000163520",90,93,85,34,93
"ENSG00000163521",25,55,72,46,26
"ENSG00000163527",1220,1860,1747,1099,1254
"ENSG00000163528",95,121,118,96,89
"ENSG00000163530",0,0,0,0,0
"ENSG00000163531",1,3,2,4,0
"ENSG00000163534",493,297,394,310,358
"ENSG00000163535",25,19,19,10,17
"ENSG00000163536",16,17,25,15,15
"ENSG00000163539",323,382,418,262,284
"ENSG00000163541",745,766,851,663,671
"ENSG00000163545",1572,2918,2172,1309,1888
"ENSG00000163554",3,15,14,13,5
"ENSG00000163558",129,166,187,99,110
"ENSG00000163563",11868,26694,28853,16653,21074
"ENSG00000163564",231,287,414,385,305
"ENSG00000163565",1796,3786,3184,2160,2677
"ENSG00000163568",76,118,86,71,105
"ENSG00000163576",4,8,1,3,2
"ENSG00000163577",62,45,41,32,41
"ENSG00000163581",0,0,0,0,0
"ENSG00000163584",124,43,75,52,27
